pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-904 b,Kepler-904,1,1,2016,,,1.414,,,,,875.42,,,6221,1.06,,,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.02166863,0.0417,1.35,,,,0,744.35,1332,,6201,0.99,1.06,4.47,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.02166863,0.0417,1.35,,,,0,744.35,1332,,6201,0.99,1.06,4.47,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.02166863,0.0417,1.35,,,,0,744.35,1332,,6201,0.99,1.06,4.47,978.125
Kepler-905 b,Kepler-905,1,1,2016,5.08274652,,1.41,,,,,,,,5461,0.86,0.95,4.55,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.08274652,0.0581,1.47,,,,0,200.64,960,,5569,0.89,1.01,4.55,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.082709,0.058,1.6,,,,0,,990,,5578,0.94,1.02,4.5,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.08274652,0.0581,1.47,,,,0,200.64,960,,5569,0.89,1.01,4.55,529.268
Kepler-905 b,Kepler-905,1,1,2016,,,1.44,,,,,185.77,,,5435,0.88,,,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.08274836,0.0572,1.4,,,,0,175.06,928,,5430,0.86,0.96,4.55,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.08274068,,,,,,,,,,5356.47,0.91,0.93,4.49,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.08274836,,,,,,,,,,5356.47,0.91,0.93,4.49,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.0827526,,,,,,,,,,5356.47,0.91,0.93,4.49,529.268
Kepler-905 b,Kepler-905,1,1,2016,5.08274652,0.0581,1.47,,,,0,200.64,960,,5569,0.89,1.01,4.55,529.268
Kepler-906 b,Kepler-906,1,1,2016,41.6979976,,2.11,,,,,,,,6035,1.02,1.06,4.45,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.6979976,0.2279,2.18,,,,0,23.78,563,,5934,1.05,0.91,4.35,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.6980186,0.2359,2.03,,,,0,19.61,537,,5997,0.97,1,4.47,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.6980186,,,,,,,,,,6121.67,0.99,1.16,4.51,757.791
Kepler-906 b,Kepler-906,1,1,2016,,,2.181,,,,,21.99,,,5956,1.04,,,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.69808466,,,,,,,,,,6121.67,0.99,1.16,4.51,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.69797271,,,,,,,,,,6121.67,0.99,1.16,4.51,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.6979976,0.2279,2.18,,,,0,23.78,563,,5934,1.05,0.91,4.35,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.6979976,0.2279,2.18,,,,0,23.78,563,,5934,1.05,0.91,4.35,757.791
Kepler-906 b,Kepler-906,1,1,2016,41.69831,0.245,2.4,,,,0,,577,,6292,1.06,1.13,4.44,757.791
Kepler-907 b,Kepler-907,1,1,2016,15.8662,0.124,1.07,,,,0,,760,,5945,1.04,1.01,4.41,
Kepler-907 b,Kepler-907,1,1,2016,15.86621821,0.1236,1.18,,,,0,137.66,874,,6044,1.33,1.01,4.19,
Kepler-907 b,Kepler-907,1,1,2016,15.86621821,0.1236,1.18,,,,0,137.66,874,,6044,1.33,1.01,4.19,
Kepler-907 b,Kepler-907,1,1,2016,15.86621821,,1.2,,,,,,,,6106,1.38,1.08,4.19,
Kepler-907 b,Kepler-907,1,1,2016,15.86627839,,,,,,,,,,6082.73,,,,
Kepler-907 b,Kepler-907,1,1,2016,15.86624787,0.1225,1.31,,,,0,141.18,879,,6099,1.31,0.97,4.19,
Kepler-907 b,Kepler-907,1,1,2016,15.86624787,,,,,,,,,,6082.73,,,,
Kepler-907 b,Kepler-907,1,1,2016,15.86627596,,,,,,,,,,6082.73,,,,
Kepler-907 b,Kepler-907,1,1,2016,15.86621821,0.1236,1.18,,,,0,137.66,874,,6044,1.33,1.01,4.19,
Kepler-908 b,Kepler-908,3,1,2016,1.34059747,0.0248,1.07,,,,0,1939.72,1692,,5977,1.02,1.13,4.47,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34059747,,1.22,,,,,,,,5973,1.12,1.11,4.38,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34059854,,,,,,,,,,5327.99,1.59,0.92,4,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34059678,0.0247,1.16,,,,0,2393.35,1783,,5992,1.12,1.12,4.38,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.340638,0.025,1.17,,,,0,,1764,,5986,1.11,1.15,4.41,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34059678,,,,,,,,,,5327.99,1.59,0.92,4,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34059747,0.0248,1.07,,,,0,1939.72,1692,,5977,1.02,1.13,4.47,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34059747,0.0248,1.07,,,,0,1939.72,1692,,5977,1.02,1.13,4.47,290.843
Kepler-908 b,Kepler-908,3,1,2016,,,1.336,,,,,3304.1,,,6053,1.29,,,290.843
Kepler-908 b,Kepler-908,3,1,2016,1.34060748,,,,,,,,,,5327.99,1.59,0.92,4,290.843
Kepler-909 b,Kepler-909,1,1,2016,13.93290318,0.1188,1.22,,,,0,91.78,789,,6028,1.05,1.15,4.46,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93281,0.12,1.38,,,,0,,817,,6037,1.13,1.18,4.4,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93300143,,,,,,,,,,6015.47,1.26,1.11,4.28,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93290318,0.1188,1.22,,,,0,91.78,789,,6028,1.05,1.15,4.46,309.596
Kepler-909 b,Kepler-909,1,1,2016,,,1.665,,,,,127.24,,,6042,1.21,,,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93291548,,,,,,,,,,6015.47,1.26,1.11,4.28,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93290318,0.1188,1.22,,,,0,91.78,789,,6028,1.05,1.15,4.46,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93291548,0.1175,1.66,,,,0,124.53,852,,6026,1.21,1.11,4.32,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93290318,,1.47,,,,,,,,6154,1.23,1.17,4.33,309.596
Kepler-909 b,Kepler-909,1,1,2016,13.93296076,,,,,,,,,,6015.47,1.26,1.11,4.28,309.596
Kepler-91 b,Kepler-91,1,1,2013,6.24668005,,15.69,209.76,209.76,Mass,0.0519,,,,4643.39,6.38,,,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24668005,,15.36,,,,,,,,4709,6.4,1.28,2.93,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24668005,0.0733,15.39,,,,0,3192.12,1917,,4605,6.53,1.34,2.94,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24668005,0.0733,15.39,,,,0,3192.12,1917,,4605,6.53,1.34,2.94,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24668005,0.0733,15.39,,,,0,3192.12,1917,,4605,6.53,1.34,2.94,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24650863,,,,,,,,,,4643.39,6.38,,,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24658,0.076,14.9,,,,0,,2132,,4837,7.6,1.5,2.85,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24667547,,,,,,,,,,4643.39,6.38,,,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24658,0.0731,15.323,257.4423,257.4423,Mass,,,2040,,4550,6.3,1.31,2.95,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24654458,,,,,,,,,,4643.39,6.38,,,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24667547,0.0709,14.93,,,,0,3095.83,1902,,4604,6.22,1.22,2.94,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.246696,,14.572,241.54,241.54,Mass,0.018,,,,4643.39,6.38,,,1294.69
Kepler-91 b,Kepler-91,1,1,2013,,,15.321,,,,,3273.32,,,4605,6.38,,,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24658,0.073,,146.2018,146.2018,Mass,0.05,,2000,,4600,6.4,1.3,2.96,1294.69
Kepler-91 b,Kepler-91,1,1,2013,6.24658,0.072,15.513,279.68,279.68,Mass,0.066,,,K3,4550,6.3,1.31,2.95,1294.69
Kepler-910 b,Kepler-910,1,1,2016,2.36433867,,,,,,,,,,6117.24,1.57,1.15,4.11,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36436762,0.0382,0.82,,,,0,2228.09,1752,,6250,1.54,1.33,4.18,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36436762,,,,,,,,,,6117.24,1.57,1.15,4.11,400.289
Kepler-910 b,Kepler-910,1,1,2016,,,0.805,,,,,2108.07,,,6230,1.51,,,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36436901,0.0376,0.81,,,,0,2084.81,1723,,6173,1.51,1.27,4.19,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36436901,0.0376,0.81,,,,0,2084.81,1723,,6173,1.51,1.27,4.19,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36436901,0.0376,0.81,,,,0,2084.81,1723,,6173,1.51,1.27,4.19,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36432,0.037,0.77,,,,0,,1597,,6134,1.29,1.22,4.3,400.289
Kepler-910 b,Kepler-910,1,1,2016,2.36436901,,0.82,,,,,,,,6230,1.5,1.26,4.19,400.289
Kepler-911 b,Kepler-911,1,1,2016,,,2.527,,,,,198.72,,,6080,1.97,,,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.31055173,,,,,,,,,,6096.31,2.02,1.14,3.88,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.31047472,0.1549,2.41,,,,0,177.81,931,,6065,1.88,1.2,3.97,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.31047472,,,,,,,,,,6096.31,2.02,1.14,3.88,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.310501,0.1586,2.53,,,,0,185.76,942,,6081,1.95,1.29,3.97,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.31056961,,,,,,,,,,6096.31,2.02,1.14,3.88,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.310501,0.1586,2.53,,,,0,185.76,942,,6081,1.95,1.29,3.97,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.31035,0.155,2.48,,,,0,,891,,5990,1.76,1.21,4.03,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.310501,0.1586,2.53,,,,0,185.76,942,,6081,1.95,1.29,3.97,556.168
Kepler-911 b,Kepler-911,1,1,2016,20.310501,,2.6,,,,,,,,6112,1.99,1.34,3.97,556.168
Kepler-912 b,Kepler-912,1,1,2016,,,4.598,,,,,2694.6,,,5659,1.83,,,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53475627,,2.8,,,,,,,,5998,1.11,1.07,4.37,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53476428,,,,,,,,,,5746,1.9,1.03,3.89,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53475568,,,,,,,,,,5746,1.9,1.03,3.89,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53475627,0.0339,2,,,,0,519.95,1218,,5662,0.81,0.81,4.53,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.534773,0.037,2.05,,,,0,,1185,,5439,0.9,1.01,4.53,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53475627,0.0339,2,,,,0,519.95,1218,,5662,0.81,0.81,4.53,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53475627,0.0339,2,,,,0,519.95,1218,,5662,0.81,0.81,4.53,2004.72
Kepler-912 b,Kepler-912,1,1,2016,2.53475568,0.0339,2.02,,,,0,519.95,1218,,5662,0.81,0.81,4.53,2004.72
Kepler-914 b,Kepler-914,1,1,2016,4.40966548,0.0546,1.32,,,,0,468,1186,,5862,1.15,1.12,4.37,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.4096675,0.0544,1.51,,,,0,476.94,1192,,5836,1.17,1.1,4.35,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.40966548,0.0546,1.32,,,,0,468,1186,,5862,1.15,1.12,4.37,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.40965631,,,,,,,,,,5782.74,1.32,1.04,4.21,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.4096675,,,,,,,,,,5782.74,1.32,1.04,4.21,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.40966548,0.0546,1.32,,,,0,468,1186,,5862,1.15,1.12,4.37,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.40966548,,1.38,,,,,,,,5877,1.15,1.1,4.36,753.723
Kepler-914 b,Kepler-914,1,1,2016,,,1.659,,,,,568.38,,,5804,1.28,,,753.723
Kepler-914 b,Kepler-914,1,1,2016,4.409673,0.055,1.49,,,,0,,1181,,5864,1.15,1.15,4.38,753.723
Kepler-915 b,Kepler-915,1,1,2016,4.59489604,,1.5,,,,,,,,6173,1.38,1.21,4.24,849.036
Kepler-915 b,Kepler-915,1,1,2016,4.59492,0.057,1.36,,,,0,,1341,,6454,1.26,1.18,4.31,849.036
Kepler-915 b,Kepler-915,1,1,2016,4.59489816,,,,,,,,,,6197.86,1.55,1.19,4.13,849.036
Kepler-915 b,Kepler-915,1,1,2016,4.59489604,0.0542,1.24,,,,0,719.89,1321,,6432,1.18,1,4.3,849.036
Kepler-915 b,Kepler-915,1,1,2016,,,1.985,,,,,844.75,,,6081,1.49,,,849.036
Kepler-915 b,Kepler-915,1,1,2016,4.59489604,0.0542,1.24,,,,0,719.89,1321,,6432,1.18,1,4.3,849.036
Kepler-915 b,Kepler-915,1,1,2016,4.59489816,0.0566,1.85,,,,0,716.65,1319,,6056,1.38,1.15,4.22,849.036
Kepler-915 b,Kepler-915,1,1,2016,4.59489604,0.0542,1.24,,,,0,719.89,1321,,6432,1.18,1,4.3,849.036
Kepler-916 b,Kepler-916,1,1,2016,32.2968798,0.1949,1.84,,,,0,14.36,496,,5412,0.84,0.94,4.56,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.29648019,,,,,,,,,,5175,0.9,0.88,4.47,830.712
Kepler-916 b,Kepler-916,1,1,2016,,,1.861,,,,,14.68,,,5250,0.88,,,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.2968798,,1.76,,,,,,,,5248,0.81,0.85,4.56,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.2968798,0.1949,1.84,,,,0,14.36,496,,5412,0.84,0.94,4.56,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.2968798,0.1949,1.84,,,,0,14.36,496,,5412,0.84,0.94,4.56,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.2964275,,,,,,,,,,5175,0.9,0.88,4.47,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.29635663,,,,,,,,,,5175,0.9,0.88,4.47,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.2964275,0.1885,1.9,,,,0,15.14,503,,5246,0.89,0.85,4.47,830.712
Kepler-916 b,Kepler-916,1,1,2016,32.29861,0.188,1.71,,,,0,,467,,5315,0.75,0.85,4.62,830.712
Kepler-917 b,Kepler-917,1,1,2016,2.97041437,0.0378,1.85,,,,0,235.08,999,,5079,0.75,0.82,4.6,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.97041801,0.0378,1.7,,,,0,228.11,991,,5068,0.74,0.83,4.61,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.97041437,,1.91,,,,,,,,5418,0.76,0.8,4.58,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.97041377,,,,,,,,,,5744,2.43,1.03,3.68,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.97041437,0.0378,1.85,,,,0,235.08,999,,5079,0.75,0.82,4.6,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.97041437,0.0378,1.85,,,,0,235.08,999,,5079,0.75,0.82,4.6,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.970439,0.038,1.43,,,,0,,818,,4894,0.55,0.8,4.87,3460.51
Kepler-917 b,Kepler-917,1,1,2016,2.97041801,,,,,,,,,,5744,2.43,1.03,3.68,3460.51
Kepler-918 b,Kepler-918,1,1,2016,4.8538404,0.0569,1.72,,,,0,288.7,1052,,5778,0.97,1.04,4.48,1025.03
Kepler-918 b,Kepler-918,1,1,2016,4.85386933,0.0571,1.44,,,,0,348.54,1102,,6061,0.97,1.05,4.49,1025.03
Kepler-918 b,Kepler-918,1,1,2016,,,1.626,,,,,258.7,,,5776,0.92,,,1025.03
Kepler-918 b,Kepler-918,1,1,2016,4.85386933,0.0571,1.44,,,,0,348.54,1102,,6061,0.97,1.05,4.49,1025.03
Kepler-918 b,Kepler-918,1,1,2016,4.8538404,,,,,,,,,,5736,0.99,1.02,4.45,1025.03
Kepler-918 b,Kepler-918,1,1,2016,4.85382,0.057,1.36,,,,0,,1092,,6042,0.96,1.05,4.5,1025.03
Kepler-918 b,Kepler-918,1,1,2016,4.85386933,,1.74,,,,,,,,6028,1.14,1.11,4.37,1025.03
Kepler-918 b,Kepler-918,1,1,2016,4.85386933,0.0571,1.44,,,,0,348.54,1102,,6061,0.97,1.05,4.49,1025.03
Kepler-919 b,Kepler-919,1,1,2016,11.04603384,0.0981,1.93,,,,0,134.66,869,,6093,1.02,1.02,4.43,1119.87
Kepler-919 b,Kepler-919,1,1,2016,,,1.923,,,,,153.91,,,6092,1.09,,,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04603384,0.0981,1.93,,,,0,134.66,869,,6093,1.02,1.02,4.43,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04585439,,,,,,,,,,5784,1.21,1.04,4.29,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04594184,,,,,,,,,,5784,1.21,1.04,4.29,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04605365,0.0981,1.8,,,,0,134.66,869,,6093,1.02,1.02,4.43,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04564,0.098,2.06,,,,0,,871,,6074,1.03,1.04,4.42,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04603384,,2.25,,,,,,,,6113,1.21,1.15,4.33,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04605365,,,,,,,,,,5784,1.21,1.04,4.29,1119.87
Kepler-919 b,Kepler-919,1,1,2016,11.04603384,0.0981,1.93,,,,0,134.66,869,,6093,1.02,1.02,4.43,1119.87
Kepler-921 b,Kepler-921,1,1,2016,51.3011844,0.2716,2.07,,,,0,13.86,492,,6032,0.93,1.01,4.51,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.30172621,,,,,,,,,,5572.42,1.04,0.98,4.4,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.3011844,,,,,,,,,,5572.42,1.04,0.98,4.4,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.300634,0.2716,2.9,,,,0,13.86,492,,6032,0.93,1.01,4.51,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.3002,0.274,2.7,,,,0,,494,,6034,0.94,1.04,4.51,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.300634,0.2716,2.9,,,,0,13.86,492,,6032,0.93,1.01,4.51,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.300634,0.2716,2.9,,,,0,13.86,492,,6032,0.93,1.01,4.51,934.49
Kepler-921 b,Kepler-921,1,1,2016,51.300634,,2.87,,,,,,,,5663,0.91,0.93,4.5,934.49
Kepler-921 b,Kepler-921,1,1,2016,,,2.149,,,,,15.01,,,6040,0.96,,,934.49
Kepler-922 b,Kepler-922,1,1,2016,0.938468,,,,,,,,,,5568.88,0.92,0.98,4.5,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.93846683,0.0186,1.48,,,,0,3070.23,1898,,5902,0.99,0.98,4.44,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.9384704,0.019,1.53,,,,0,,1866,,5885,0.98,0.97,4.44,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.93846683,,1.42,,,,,,,,5671,0.93,0.95,4.48,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.93846683,0.0186,1.48,,,,0,3070.23,1898,,5902,0.99,0.98,4.44,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.93846696,0.0182,1.58,,,,0,2919.17,1876,,5499,1.09,0.91,4.32,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.93846683,0.0186,1.48,,,,0,3070.23,1898,,5902,0.99,0.98,4.44,536.323
Kepler-922 b,Kepler-922,1,1,2016,0.93846696,,,,,,,,,,5568.88,0.92,0.98,4.5,536.323
Kepler-922 b,Kepler-922,1,1,2016,,,1.337,,,,,2142.63,,,5534,0.92,,,536.323
Kepler-923 b,Kepler-923,1,1,2016,6.93365167,0.0715,1.7,,,,0,351.27,1104,,5861,1.3,1.01,4.21,1000.28
Kepler-923 b,Kepler-923,1,1,2016,6.93366476,,1.38,,,,,,,,5988,1.26,1.11,4.28,1000.28
Kepler-923 b,Kepler-923,1,1,2016,6.9338,0.073,1.15,,,,0,,985,,6119,0.97,1.07,4.49,1000.28
Kepler-923 b,Kepler-923,1,1,2016,6.93366476,0.0759,1.28,,,,0,291.47,1054,,6194,1.13,1.21,4.42,1000.28
Kepler-923 b,Kepler-923,1,1,2016,6.93366476,0.0759,1.28,,,,0,291.47,1054,,6194,1.13,1.21,4.42,1000.28
Kepler-923 b,Kepler-923,1,1,2016,,,1.72,,,,,390.64,,,5987,1.32,,,1000.28
Kepler-923 b,Kepler-923,1,1,2016,6.93365167,,,,,,,,,,5977,1.37,1.1,4.21,1000.28
Kepler-923 b,Kepler-923,1,1,2016,6.93366476,0.0759,1.28,,,,0,291.47,1054,,6194,1.13,1.21,4.42,1000.28
Kepler-924 b,Kepler-924,1,1,2016,61.0373591,,,,,,,,,,6070,1.3,1.13,4.26,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.03704005,,,,,,,,,,6070,1.3,1.13,4.26,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.03736217,,,,,,,,,,6070,1.3,1.13,4.26,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.039,0.319,2.23,,,,0,,523,,6382,1.1,1.16,4.42,1053.04
Kepler-924 b,Kepler-924,1,1,2016,,,2.765,,,,,20,,,6162,1.32,,,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.0370117,0.3101,2.5,,,,0,15.81,509,,6372,1.01,1.07,4.45,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.0373591,0.3359,3.38,,,,0,32.74,610,,6309,1.61,1.36,4.15,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.0370117,0.3101,2.5,,,,0,15.81,509,,6372,1.01,1.07,4.45,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.0370117,0.3101,2.5,,,,0,15.81,509,,6372,1.01,1.07,4.45,1053.04
Kepler-924 b,Kepler-924,1,1,2016,61.0370117,,3.07,,,,,,,,6167,1.23,1.14,4.32,1053.04
Kepler-925 b,Kepler-925,1,1,2016,33.8678531,0.1805,2.26,,,,0,5.69,394,,4564,0.69,0.68,4.59,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.8677783,,,,,,,,,,4427.4,0.77,0.69,4.5,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.86777771,,,,,,,,,,4427.4,0.77,0.69,4.5,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.8677783,0.1805,2.31,,,,0,5.69,394,,4564,0.69,0.68,4.59,611.115
Kepler-925 b,Kepler-925,1,1,2016,,,2.328,,,,,5.83,,,4568,0.7,,,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.86736,0.176,1.89,,,,0,,372,,4539,0.61,0.64,4.67,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.8678531,0.1805,2.26,,,,0,5.69,394,,4564,0.69,0.68,4.59,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.8678531,,2.34,,,,,,,,4673,0.72,0.77,4.62,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.8678531,0.1805,2.26,,,,0,5.69,394,,4564,0.69,0.68,4.59,611.115
Kepler-925 b,Kepler-925,1,1,2016,33.86784071,,,,,,,,,,4427.4,0.77,0.69,4.5,611.115
Kepler-926 b,Kepler-926,1,1,2016,52.0688601,,2.31,,,,,,,,5806,1.01,1.01,4.43,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.06986,0.269,2.18,,,,0,,449,,5724,0.85,0.96,4.56,921.361
Kepler-926 b,Kepler-926,1,1,2016,,,2.924,,,,,17.88,,,5562,1.25,,,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.06878869,,,,,,,,,,5733,1.24,1.02,4.26,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.0688601,0.2616,1.82,,,,0,8.84,440,,5693,0.8,0.88,4.57,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.0688601,0.2616,1.82,,,,0,8.84,440,,5693,0.8,0.88,4.57,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.069002,0.2739,2.92,,,,0,17.76,524,,5565,1.25,1.01,4.25,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.069002,,,,,,,,,,5733,1.24,1.02,4.26,921.361
Kepler-926 b,Kepler-926,1,1,2016,52.0688601,0.2616,1.82,,,,0,8.84,440,,5693,0.8,0.88,4.57,921.361
Kepler-927 b,Kepler-927,1,1,2016,9.1149903,,1.72,,,,,,,,5743,0.99,0.99,4.45,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.1149903,0.0866,1.78,,,,0,159.34,906,,5962,1.03,1.04,4.43,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.1149903,0.0866,1.78,,,,0,159.34,906,,5962,1.03,1.04,4.43,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.11501356,,,,,,,,,,5554,0.98,0.98,4.45,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.1149903,0.0866,1.78,,,,0,159.34,906,,5962,1.03,1.04,4.43,831.685
Kepler-927 b,Kepler-927,1,1,2016,,,1.605,,,,,129.53,,,5962,0.93,,,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.11500269,0.0866,1.78,,,,0,159.34,906,,5962,1.03,1.04,4.43,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.11513,0.085,1.8,,,,0,,900,,5919,1.01,0.98,4.42,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.11500269,,,,,,,,,,5554,0.98,0.98,4.45,831.685
Kepler-927 b,Kepler-927,1,1,2016,9.11511129,,,,,,,,,,5554,0.98,0.98,4.45,831.685
Kepler-928 b,Kepler-928,1,1,2016,3.932449,0.043,1.48,,,,0,,828,,4775,0.66,0.69,4.63,508.809
Kepler-928 b,Kepler-928,1,1,2016,3.93249254,,,,,,,,,,4621,0.68,0.73,4.64,508.809
Kepler-928 b,Kepler-928,1,1,2016,3.9324613,,1.59,,,,,,,,4700,0.7,0.73,4.62,508.809
Kepler-928 b,Kepler-928,1,1,2016,,,1.416,,,,,111.11,,,4834,0.67,,,508.809
Kepler-928 b,Kepler-928,1,1,2016,3.93246069,,,,,,,,,,4621,0.68,0.73,4.64,508.809
