pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-1263 b,Kepler-1263,1,1,2016,4.5513988,,,,,,,,,,5157.25,0.78,0.87,4.6,664.83
Kepler-1263 b,Kepler-1263,1,1,2016,4.55139271,,,,,,,,,,5157.25,0.78,0.87,4.6,664.83
Kepler-1263 b,Kepler-1263,1,1,2016,4.55139967,,1.14,,,,,,,,5213,0.8,0.84,4.56,664.83
Kepler-1263 b,Kepler-1263,1,1,2016,4.55139967,0.051,1.14,,,,0,169,920,,5310,0.79,0.85,4.58,664.83
Kepler-1263 b,Kepler-1263,1,1,2016,,,1.075,,,,,144.81,,,5001,0.8,,,664.83
Kepler-1263 b,Kepler-1263,1,1,2016,4.5513988,0.0499,1.13,,,,0,159.65,907,,5009,0.84,0.8,4.49,664.83
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852768,,,,,,,,,,5695,0.96,1.01,4.47,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852602,0.0174,0.99,,,,0,2609.51,1823,,5854,0.87,0.75,4.44,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852602,0.0174,0.99,,,,0,2609.51,1823,,5854,0.87,0.75,4.44,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852602,0.0174,0.99,,,,0,2609.51,1823,,5854,0.87,0.75,4.44,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,,,1.35,,,,,2367.8,,,5606,0.99,,,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852,0.019,1.25,,,,0,,1895,,5944,0.99,0.99,4.44,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852602,,1.18,,,,,,,,5791,0.98,0.99,4.45,801.993
Kepler-1264 b,Kepler-1264,1,1,2016,0.96852768,0.0191,1.21,,,,0,1867,1677,,5580,0.89,0.99,4.54,801.993
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441289,0.0612,1.47,,,,0,68.05,732,,4769,0.74,0.72,4.56,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441289,0.0612,1.47,,,,0,68.05,732,,4769,0.74,0.72,4.56,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441464,0.0612,1.75,,,,0,68.05,732,,4769,0.74,0.72,4.56,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.494474,0.06,1.3,,,,0,,688,,4727,0.65,0.68,4.64,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,,,1.616,,,,,58.15,,,4770,0.68,,,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441289,,1.35,,,,,,,,4630,0.69,0.71,4.63,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441289,0.0612,1.47,,,,0,68.05,732,,4769,0.74,0.72,4.56,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.49441464,,,,,,,,,,4614,0.7,0.73,4.61,583.641
Kepler-1265 b,Kepler-1265,1,1,2016,6.49454921,,,,,,,,,,4614,0.7,0.73,4.61,583.641
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313583,0.1057,2.88,,,,0,84.94,774,,5514,1.07,0.93,4.34,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.03129902,,,,,,,,,,5559,1.08,0.98,4.36,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313945,0.1074,2.2,,,,0,56.45,699,,5565,0.87,0.97,4.55,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.03106,0.108,1.87,,,,0,,658,,5363,0.84,0.99,4.59,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,,,2.899,,,,,86.47,,,5512,1.08,,,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.03136776,,,,,,,,,,5559,1.08,0.98,4.36,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313945,0.1074,2.2,,,,0,56.45,699,,5565,0.87,0.97,4.55,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313945,,3.01,,,,,,,,6096,1.2,1.15,4.33,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313945,0.1074,2.2,,,,0,56.45,699,,5565,0.87,0.97,4.55,1379.43
Kepler-1267 b,Kepler-1267,1,1,2016,13.0313583,,,,,,,,,,5559,1.08,0.98,4.36,1379.43
Kepler-1268 b,Kepler-1268,1,1,2016,40.9905002,,,,,,,,,,5882,1.43,1.07,4.16,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.9903986,0.2395,2.14,,,,0,32.83,610,,6324,1.15,1.08,4.36,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,,,2.534,,,,,40.65,,,5850,1.48,,,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.99093472,,,,,,,,,,5882,1.43,1.07,4.16,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.9903986,0.2395,2.14,,,,0,32.83,610,,6324,1.15,1.08,4.36,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.9905002,0.2383,2.41,,,,0,36.5,627,,5842,1.41,1.07,4.17,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.989,0.244,1.89,,,,0,,589,,6337,1.08,1.15,4.43,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.98982506,,,,,,,,,,5882,1.43,1.07,4.16,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.9903986,0.2395,2.14,,,,0,32.83,610,,6324,1.15,1.08,4.36,1840.77
Kepler-1268 b,Kepler-1268,1,1,2016,40.9903986,,2.03,,,,,,,,5904,1.09,1.06,4.38,1840.77
Kepler-1269 b,Kepler-1269,1,1,2016,37.3308,0.222,1.61,,,,0,,599,,6115,1.09,1.05,4.38,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331165,0.226,2.5,,,,0,44.17,657,,5623,1.59,1.1,4.08,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331536,0.2227,1.54,,,,0,31.45,604,,6144,1.11,1.05,4.37,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331536,,1.63,,,,,,,,5998,1.15,1.1,4.36,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331536,0.2227,1.54,,,,0,31.45,604,,6144,1.11,1.05,4.37,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.33294222,,,,,,,,,,5929,1.8,1.08,3.96,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331536,0.2227,1.54,,,,0,31.45,604,,6144,1.11,1.05,4.37,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,,,2.798,,,,,69,,,5937,1.78,,,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.33314357,,,,,,,,,,5929,1.8,1.08,3.96,1097.23
Kepler-1269 b,Kepler-1269,1,1,2016,37.3331165,,,,,,,,,,5929,1.8,1.08,3.96,1097.23
Kepler-1270 b,Kepler-1270,1,1,2016,6.03264742,,,,,,,,,,4995.14,3.06,,,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03356196,0.0712,3.01,,,,0,1086.18,1464,,5190,2.91,1.32,3.63,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,,,2.872,,,,,1217.39,,,5005,3.08,,,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03356196,0.0712,3.01,,,,0,1086.18,1464,,5190,2.91,1.32,3.63,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03355539,0.0663,3.34,,,,0,1540.84,1598,,4924,3.59,1.07,3.36,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03355539,,,,,,,,,,4995.14,3.06,,,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03321594,,,,,,,,,,4995.14,3.06,,,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03356196,,3.32,,,,,,,,5047,3.38,1.28,3.49,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.0331,0.072,3.12,,,,0,,1482,,5172,3.04,1.38,3.61,1095.05
Kepler-1270 b,Kepler-1270,1,1,2016,6.03356196,0.0712,3.01,,,,0,1086.18,1464,,5190,2.91,1.32,3.63,1095.05
Kepler-1271 b,Kepler-1271,1,1,2016,3.0255955,,1.48,,,,,,,,6143,1.23,1.13,4.31,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.02555475,,,,,,,,,,6050,1.17,1.13,4.35,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.0255955,0.0423,1.2,,,,0,788.13,1351,,6184,1.04,1.1,4.45,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,,,1.498,,,,,975.18,,,6099,1.17,,,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.02558494,,,,,,,,,,6050,1.17,1.13,4.35,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.0255955,0.0423,1.2,,,,0,788.13,1351,,6184,1.04,1.1,4.45,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.025534,0.042,1.15,,,,0,,1344,,6176,1.02,1.09,4.46,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.02558494,0.0418,1.62,,,,0,1148.47,1484,,6123,1.26,1.07,4.26,831.991
Kepler-1271 b,Kepler-1271,1,1,2016,3.0255955,0.0423,1.2,,,,0,788.13,1351,,6184,1.04,1.1,4.45,831.991
Kepler-1272 b,Kepler-1272,1,1,2016,51.1309704,,2.37,,,,,,,,5926,1.09,1.06,4.39,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.1309704,0.2704,2.41,,,,0,20.38,542,,6071,1.11,1,4.35,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.1309704,0.2704,2.41,,,,0,20.38,542,,6071,1.11,1,4.35,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.1319346,0.2705,2.43,,,,0,20.36,542,,6071,1.11,1,4.35,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.13233022,,,,,,,,,,5807,1.51,1.04,4.1,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.1309704,0.2704,2.41,,,,0,20.38,542,,6071,1.11,1,4.35,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.1295,0.272,2.7,,,,0,,541,,6057,1.12,1.03,4.35,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,,,3.157,,,,,34.43,,,6070,1.44,,,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.1319346,,,,,,,,,,5807,1.51,1.04,4.1,1206.37
Kepler-1272 b,Kepler-1272,1,1,2016,51.13163246,,,,,,,,,,5807,1.51,1.04,4.1,1206.37
Kepler-1273 b,Kepler-1273,1,1,2016,28.625653,0.1857,2.59,,,,0,25.54,573,,5774,0.94,1.04,4.51,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,,,1.818,,,,,14.88,,,5768,0.72,,,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.62556002,,,,,,,,,,5437,0.79,0.95,4.62,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.625653,,2.49,,,,,,,,5566,0.91,0.94,4.5,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.6253502,,,,,,,,,,5437,0.79,0.95,4.62,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.6253502,0.1857,2.38,,,,0,25.54,573,,5774,0.94,1.04,4.51,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.62574565,,,,,,,,,,5437,0.79,0.95,4.62,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.62525,0.18,2.3,,,,0,,542,,5679,0.84,0.94,4.56,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.625653,0.1857,2.59,,,,0,25.54,573,,5774,0.94,1.04,4.51,1114.24
Kepler-1273 b,Kepler-1273,1,1,2016,28.625653,0.1857,2.59,,,,0,25.54,573,,5774,0.94,1.04,4.51,1114.24
Kepler-1274 b,Kepler-1274,1,1,2016,6.98152703,,1.42,,,,,,,,6179,2.17,1.45,3.93,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,,,1.436,,,,,975.81,,,6198,2.19,,,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98141327,0.0806,1.42,,,,0,865.81,1384,,6054,2.16,1.43,3.92,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98158,0.075,0.78,,,,0,,1139,,6321,1.25,1.14,4.3,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98152703,0.0799,1.31,,,,0,902.05,1398,,6131,2.13,1.42,3.92,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98152703,0.0799,1.31,,,,0,902.05,1398,,6131,2.13,1.42,3.92,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98141327,,,,,,,,,,5972.25,2.34,1.1,3.74,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98172324,,,,,,,,,,5972.25,2.34,1.1,3.74,614.648
Kepler-1274 b,Kepler-1274,1,1,2016,6.98152703,0.0799,1.31,,,,0,902.05,1398,,6131,2.13,1.42,3.92,614.648
Kepler-1275 b,Kepler-1275,1,1,2016,3.65691115,0.0477,1.19,,,,0,717.83,1320,,6269,1.09,1.07,4.4,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.65690909,,,,,,,,,,6048.32,1.31,1.13,4.26,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.65691115,0.0477,1.19,,,,0,717.83,1320,,6269,1.09,1.07,4.4,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.65691115,,1.48,,,,,,,,6296,1.36,1.23,4.26,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.65691115,0.0477,1.19,,,,0,717.83,1320,,6269,1.09,1.07,4.4,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,,,1.313,,,,,822.48,,,6081,1.26,,,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.65693005,,,,,,,,,,6048.32,1.31,1.13,4.26,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.656953,0.048,1.22,,,,0,,1290,,6269,1.04,1.12,4.45,1153.98
Kepler-1275 b,Kepler-1275,1,1,2016,3.65690909,0.0488,1.32,,,,0,828.52,1368,,6078,1.27,1.16,4.29,1153.98
Kepler-1276 b,Kepler-1276,1,1,2016,12.5720095,0.1055,1.09,,,,0,161.43,909,,6456,1.07,0.99,4.37,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.57144,0.112,1.18,,,,0,,931,,6482,1.19,1.19,4.36,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.5720095,0.1055,1.09,,,,0,161.43,909,,6456,1.07,0.99,4.37,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.5722979,,,,,,,,,,6257,1.1,1.22,4.44,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,,,1.047,,,,,139.77,,,6145,1.12,,,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.5720095,,1.19,,,,,,,,6188,1.21,1.14,4.33,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.5720095,0.1055,1.09,,,,0,161.43,909,,6456,1.07,0.99,4.37,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.5722897,,,,,,,,,,6257,1.1,1.22,4.44,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.5722897,0.1072,1.09,,,,0,145.82,886,,6084,1.17,1.04,4.32,538.481
Kepler-1276 b,Kepler-1276,1,1,2016,12.57252273,,,,,,,,,,6257,1.1,1.22,4.44,538.481
Kepler-1277 b,Kepler-1277,1,1,2016,40.8366307,,,,,,,,,,5613,0.84,0.99,4.59,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.83571117,,,,,,,,,,5613,0.84,0.99,4.59,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.83655979,,,,,,,,,,5613,0.84,0.99,4.59,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.8365012,0.2128,1.32,,,,0,11.95,474,,5670,0.77,0.77,4.56,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,,,1.408,,,,,12.11,,,5478,0.87,,,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.8366307,0.2237,1.5,,,,0,14.3,496,,5529,0.93,0.89,4.46,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.8364,0.229,1.37,,,,0,,491,,5744,0.86,0.96,4.55,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.8365012,0.2128,1.32,,,,0,11.95,474,,5670,0.77,0.77,4.56,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.8365012,,1.6,,,,,,,,5578,0.92,0.94,4.49,557.193
Kepler-1277 b,Kepler-1277,1,1,2016,40.8365012,0.2128,1.32,,,,0,11.95,474,,5670,0.77,0.77,4.56,557.193
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941775,,,,,,,,,,6022,1.4,1.11,4.19,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941775,0.0419,0.77,,,,0,511.14,1213,,6075,0.86,0.93,4.54,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,,,1.257,,,,,1314.67,,,6010,1.4,,,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941344,,1.01,,,,,,,,6074,1.16,1.11,4.35,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941344,0.0419,0.77,,,,0,511.14,1213,,6075,0.86,0.93,4.54,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941515,,,,,,,,,,6022,1.4,1.11,4.19,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941344,0.0419,0.77,,,,0,511.14,1213,,6075,0.86,0.93,4.54,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.239425,0.044,1.08,,,,0,,1269,,6110,0.98,1.07,4.49,889.426
Kepler-1278 b,Kepler-1278,1,1,2016,3.23941344,0.0419,0.77,,,,0,511.14,1213,,6075,0.86,0.93,4.54,889.426
Kepler-1279 b,Kepler-1279,1,1,2016,,,2.363,,,,,190.85,,,6174,1.98,,,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.47794,0.168,1.42,,,,0,,740,,6392,1.16,1.16,4.37,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.47728779,,,,,,,,,,6044,2.02,1.12,3.87,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.4774101,0.1633,1.44,,,,0,70.05,738,,6384,1.12,1.05,4.36,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.4772553,0.1633,1.34,,,,0,70.05,738,,6384,1.12,1.05,4.36,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.47729412,,,,,,,,,,6044,2.02,1.12,3.87,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.4774101,,1.75,,,,,,,,6221,1.33,1.21,4.26,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.4774101,0.1633,1.44,,,,0,70.05,738,,6384,1.12,1.05,4.36,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.4772553,,,,,,,,,,6044,2.02,1.12,3.87,1494.22
Kepler-1279 b,Kepler-1279,1,1,2016,23.4774101,0.1633,1.44,,,,0,70.05,738,,6384,1.12,1.05,4.36,1494.22
Kepler-1280 b,Kepler-1280,1,1,2016,66.5579057,,1.87,,,,,,,,6227,1.32,1.2,4.28,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.5576728,,,,,,,,,,5975.31,2.04,1.1,3.86,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.5598,0.334,1.49,,,,0,,487,,6255,1.04,1.12,4.45,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.5579057,0.3314,1.66,,,,0,16.37,513,,6273,1.14,1.09,4.36,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.5579057,0.3314,1.66,,,,0,16.37,513,,6273,1.14,1.09,4.36,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,,,2.913,,,,,35.29,,,6137,2,,,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.5576728,0.38,4.96,,,,0,77.68,757,,5734,3.4,1.65,3.59,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.55749772,,,,,,,,,,5975.31,2.04,1.1,3.86,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.5579057,0.3314,1.66,,,,0,16.37,513,,6273,1.14,1.09,4.36,1486.7
Kepler-1280 b,Kepler-1280,1,1,2016,66.55792441,,,,,,,,,,5975.31,2.04,1.1,3.86,1486.7
Kepler-1281 b,Kepler-1281,1,1,2016,3.11602791,,1.64,,,,,,,,5353,0.83,0.87,4.55,
Kepler-1281 b,Kepler-1281,1,1,2016,3.11600872,,,,,,,,,,,,,,
Kepler-1281 b,Kepler-1281,1,1,2016,3.11604194,,,,,,,,,,,,,,
Kepler-1281 b,Kepler-1281,1,1,2016,3.11602791,0.0415,1.69,,,,0,375.55,1123,,5591,0.86,0.98,4.56,
Kepler-1281 b,Kepler-1281,1,1,2016,3.11604194,0.0415,1.59,,,,0,375.55,1123,,5591,0.86,0.98,4.56,
Kepler-1281 b,Kepler-1281,1,1,2016,3.116082,0.04,1.5,,,,0,,1086,,5517,0.8,0.9,4.59,
Kepler-1281 b,Kepler-1281,1,1,2016,3.11602791,0.0415,1.69,,,,0,375.55,1123,,5591,0.86,0.98,4.56,
Kepler-1281 b,Kepler-1281,1,1,2016,3.11602791,0.0415,1.69,,,,0,375.55,1123,,5591,0.86,0.98,4.56,
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194651,0.0333,1.65,,,,0,865.28,1383,,5825,0.96,1.08,4.5,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194651,,1.55,,,,,,,,5504,0.89,0.92,4.51,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194505,,,,,,,,,,5444,0.91,0.95,4.5,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194505,0.0335,1.66,,,,0,955.16,1418,,5845,1.01,1.1,4.47,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194651,0.0333,1.65,,,,0,865.28,1383,,5825,0.96,1.08,4.5,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194526,,,,,,,,,,5444,0.91,0.95,4.5,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,,,1.389,,,,,672.53,,,5843,0.85,,,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.13194651,0.0333,1.65,,,,0,865.28,1383,,5825,0.96,1.08,4.5,1103.29
Kepler-1282 b,Kepler-1282,1,1,2016,2.131925,0.033,1.5,,,,0,,1283,,5599,0.89,1.04,4.55,1103.29
Kepler-1283 b,Kepler-1283,1,1,2016,12.94529424,,,,,,,,,,6120,2.59,1.15,3.67,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.94771,0.11,1.63,,,,0,,799,,6098,0.97,1.07,4.49,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.9460978,0.1062,1.29,,,,0,80.34,764,,6058,0.87,0.95,4.54,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.9462567,0.1062,1.13,,,,0,80.34,764,,6058,0.87,0.95,4.54,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,,,3.406,,,,,730.2,,,6060,2.61,,,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.9460978,0.1062,1.29,,,,0,80.34,764,,6058,0.87,0.95,4.54,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.9460978,0.1062,1.29,,,,0,80.34,764,,6058,0.87,0.95,4.54,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.9460978,,1.91,,,,,,,,6175,1.25,1.16,4.31,2921.99
Kepler-1283 b,Kepler-1283,1,1,2016,12.9462567,,,,,,,,,,6120,2.59,1.15,3.67,2921.99
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407381,0.0143,1.19,,,,0,2022.07,1710,,5177,0.8,0.89,4.58,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.6640818,0.014,1.21,,,,0,,1603,,5097,0.71,0.78,4.63,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,,,1.244,,,,,2190.08,,,5182,0.83,,,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407381,0.0143,1.19,,,,0,2022.07,1710,,5177,0.8,0.89,4.58,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407381,0.0143,1.19,,,,0,2022.07,1710,,5177,0.8,0.89,4.58,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407414,,,,,,,,,,4947,0.86,0.81,4.47,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407414,0.0143,1.19,,,,0,1998.48,1703,,5178,0.8,0.9,4.58,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407381,,1.21,,,,,,,,5123,0.79,0.84,4.57,882.324
Kepler-1284 b,Kepler-1284,1,1,2016,0.66407282,,,,,,,,,,4947,0.86,0.81,4.47,882.324
Kepler-1285 b,Kepler-1285,1,1,2016,,,1.108,,,,,181.59,,,6213,1.48,,,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.79655777,,,,,,,,,,6032.07,1.59,1.12,4.08,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.79763,0.119,0.79,,,,0,,782,,5962,1.05,1.02,4.4,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.7967458,0.1272,1.4,,,,0,230.57,994,,6141,1.71,1.25,4.07,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.7967458,,0.97,,,,,,,,6170,1.28,1.2,4.3,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.79682827,,,,,,,,,,6032.07,1.59,1.12,4.08,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.7967458,0.1272,1.4,,,,0,230.57,994,,6141,1.71,1.25,4.07,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.7966306,0.1268,0.98,,,,0,138.25,874,,6175,1.31,1.24,4.3,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.7966306,,,,,,,,,,6032.07,1.59,1.12,4.08,422.269
Kepler-1285 b,Kepler-1285,1,1,2016,14.7967458,0.1272,1.4,,,,0,230.57,994,,6141,1.71,1.25,4.07,422.269
Kepler-1286 b,Kepler-1286,1,1,2016,11.25402929,,2.15,,,,,,,,5753,0.98,1,4.45,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.25402929,0.0991,2.43,,,,0,147.13,888,,5995,1.12,1.02,4.35,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.25397008,,,,,,,,,,5720,1.18,1.02,4.3,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.25402929,0.0991,2.43,,,,0,147.13,888,,5995,1.12,1.02,4.35,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.25401871,0.0991,2.42,,,,0,147.13,888,,5995,1.12,1.02,4.35,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.25401871,,,,,,,,,,5720,1.18,1.02,4.3,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.25383712,,,,,,,,,,5720,1.18,1.02,4.3,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,,,2.459,,,,,151.77,,,5995,1.13,,,1354.46
Kepler-1286 b,Kepler-1286,1,1,2016,11.2545,0.098,2.4,,,,0,,877,,5964,1.09,0.99,4.36,1354.46
